name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,sdss_dr10_objid,flux_ratio_2c,r50_deconv1,sdss_dr12_specid,b_a_deconv1,dist2d_nn2,dist2d_nn3,dist2d_nn1,f_b,f_a,r50_deconv2c,r50_deconv2e,sdss_dr7_objid,b_a_innerdisk,sdss_dr7_specid,b_a_deconv2e,sdss_dr10_specid,b_a_deconv2c,sdss_dr12_objid,vdisp,logmstar_84,vrot,sfr_nuv,mu_delta,logmgas,sfr_nuv_wise,logmstar_16,ccr_star,ccr_bary,econame,ccr_lum,morph,morphel,mhi,ehiasym,ew20,emhi_corr_sys,w20,eb_a_innerdisk,ew50,eb_a,peaksnhi,confused,limflag,mhi_corr,hitelescope,emhi,emhi_corr_rand,w50,hiasym,grpn,grprproj_stack,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,ccr,grprproj,grpnassoc,grpmb,grp,grpms,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,meanfsmgr,meanfsmgre15,logmstare15,kin_slit_flag,kin_done_hi,kin_done_blue,kin_done_red,kin_blue_code,kin_ifu_flag,kin_red_code,modelg_jcorr,modelu_icorr,modelu_jcorr,modelg_kcorr,absrmagcorr,modelu_kcorr,modelg_rcorr,modelu_rcorr,modelg_icorr,fuvmag,extfuv,e_fuvmag,centralout,logmbary_pc,grpradeg,grpdedeg,logmh_e17,logmhdynh_e17,grp_e17,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b,tf_type,nndist_kd,tf_confidence
rs0800,0.01,0.497776,0.02,0.01,1.86,0.05,14.59,0.08,-99,20.48,0.03,0.64821003,0.05,0.24,0.23,0.11,184.81736,0.06,-99,15.18,9.4,17.52,15.86,16.41,0.738939,1.93557,0.66,-99,16.46,0.51,0.2,22.03,-99,0.07,3.209,4.02281,2.01237,1.77121,8.89,-99,6351.51,-99,0.29,-18.43,2.74938,16.55,0.2,0.03,0.28,6330,0.07,0.68,0.04,14.91,18.19,1,1.23765E+18,0.634722,14.5313,3.24386E+17,0.4089,0.42129,0.90614,0.065101,0,1,12.7197,104.448,5.88849E+17,0.531474,8.12881E+16,0.1207,3.24386E+17,0.4026,1.23765E+18,0,9.05,0,0.054209353,7.6515522,8.25434,0.054209353,8.77,-99,-99,ECO07297,1.0161,-1,L,128296000,0.229115,0,0,118.019,0.0174648,6.33759,0.0232,2.89829,0,0,0,AO,25348400,0,78.6084,0.541375,2,0,-20.3471,0,0,11.7199,0,11.5959,1.06471,0,2,10.2415,5916,10.2245,0,0,0,0.175289,0.29804,8.89,1,0,0,1,0,0,120000,1.6957,1.73837,2.85107,2.45899,-18.106,3.61436,0.393232,1.5486,0.582993,21.5419,0.1758,3.7615,0,8.975,184.836,0.639524,11.6,11.53,5925,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.066545524,-10998
rs0801,0.01,0.734966,0.02,0.01,0.23,0.05,12.09,0.09,11.92,20.25,0.03,0.630985,0.02,0.08,0.04,0.12,184.85507,0.06,0.21,12.91,4.93,15.45,13.43,14.71,1.07712,2.38916,-0.02,12.18,14.33,0.41,0.21,22.27,0.05,0.02,3.90331,4.81987,2.59126,2.24911,10.21,-99,6351.51,-99,0.03,-20.15,3.30573,14.05,0.21,0.03,0.05,6374.1,0.1,0.06,0.02,12.11,17.12,1,1.23765E+18,0.786183,9.825,3.24397E+17,0.352,0.47229,0.93323,0.065555,0,1,6.896,14.4719,5.88849E+17,0.45451,8.12881E+16,0.1948,3.24397E+17,0.4415,1.23765E+18,0,10.23,0,0.050740696,10.03654099,8.63936,0.050740696,10.11,1.11568,1.22708,ECO07293,1.16964,-0.5,E,311340000,0,0,0,0,0.0343148,0,0.012,3.42207,0,1,0,GBT,0,0,0,0,2,0,-20.3471,0,0,11.7199,1,11.5959,1.17549,0,2,10.2415,5916,10.2245,0,0,0,0.00443805,0.0667827,10.21,1,0,1,0,100,0,0,2.34426,2.53169,3.83146,3.25328,-20.2219,4.74048,0.711672,2.19887,1.0445,22.1262,0.1826,3.8847,0,10.225,184.836,0.639524,11.6,11.53,5925,11.38,1,11.27,11.59,23865,5.6,11.34,1,3.38,1,13615,11.73,11.27,0,1,0.066545524,3
rs0802,0.01,0.337238,0.02,0.01,0.28,0.04,14.19,0.07,-99,19.57,0.03,1.2166959,0.05,1.42,0.26,0.1,184.89878,0.05,-99,-99,4.7,17.6,16.04,17.19,0.534349,1.72736,-0.05,-99,16.98,0.35,0.18,10.42,-99,0.03,2.72631,3.56645,1.5333,1.33619,8.61,-99,6254.12,-99,0.02,-17.62,2.5675,16.86,0.18,0.02,0.05,6257.5,6.12,-99,0.02,15.22,18.65,1,1.23765E+18,0.144999,9.8038,3.2438E+17,0.364,0.89576,0.91616,0.82172,0,1,2.769,11.9105,5.88849E+17,0.34963,8.12881E+16,0.2844,3.2438E+17,0.6291,1.23765E+18,0,8.83,0,0.16350037,7.92978859,9.35614,0.16350037,8.49,-99,1.01828,ECO07351,1.1444,1,L,1621870000,0.182651,0,0,0,0.0231779,8.86376,0.0118,2.42637,0,0,0,ALFALFA,264025000,0,192.207,-0.128353,1,0,-17.6217,0,0,10.9579,1,10.9449,1.26514,0,1,9.4175,5958,8.6035,0,0,0,0.783453,0.777658,8.61,0,1,0,0,0,0,0,1.35464,1.14568,2.19299,2.10544,-17.9562,2.94379,0.19268,1.03103,0.307335,19.9553,0.1583,0.6114,0,9.415,184.898,1.2167,10.93,10.81,5967,10.8,0,0,11.08,23890,3.73,10.8,0,0,1,0,0,0,1,0,1.377687058,0
rs0803,0.01,0.218206,0.02,0.01,-99,0.04,-99,0.06,-99,19.69,0.03,4.5916887,0.11,-99,1,0.09,185.1117,0.05,-99,-99,8.11,18.36,17.4,18.16,0.393927,1.66177,0.05,-99,17.99,0.19,0.15,16.04,-99,0.04,2.40639,3.32566,1.13855,0.962825,8.15,-99,6817.5,-99,0.03,-16.83,2.58104,17.49,0.16,0.02,0.06,6817.5,0.16,-99,0.03,-99,19.2,0,1.23766E+18,0.16667,16.5596,-999,0.1652,1.2683,1.3284,1.174,0,1,16.6351,632.678,5.88011E+17,0.189713,-999,0.0235,-999,0.1507,1.23766E+18,0,8.27,0,0.16215995,6.80228853,9.36298,0.1686753,8.07,-99,1.04732,ECO13714,-99,-999,L,1647590000,0.200379,0,0,0,0.00779629,13.8231,0.0081,2.67604,0,0,0,ALFALFA,285174000,0,117.118,-0.359914,1,0,-16.8316,0,0,10.8624,1,10.7014,1,0,1,9.365,9561,8.15,0,0,0,3.63679,3.63679,8.15,1,1,0,1,0,0,100000,1.26007,0.744537,1.84733,2.07386,-17.2424,2.66112,0.07094,0.658197,0.15728,0,0.1367,0,0,9.365,185.112,4.5921,0,0,9865,11.01,0,0,11.05,26408,4.49,10.89,0,0,1,0,0,0,0,-10998,1.140735984,-10998
rs0804,0.01,0.251265,0.02,0.01,0.27,0.04,15.12,0.07,-99,18.81,0.03,2.7581327,0.04,0.33,0.29,0.09,185.16795,0.05,-99,15.6,2.89,17.18,16.09,16.87,0.401691,1.49696,0.11,-99,16.69,0.64,0.16,9.4,-99,0.02,2.41173,3.18922,1.31646,1.16604,8.61,-99,6249.53,-99,0.03,-17.93,2.27445,16.56,0.17,0.02,0.04,6250.3,0.12,0.15,0.02,15.14,18.09,1,1.23765E+18,0.888832,5.2181,5.84448E+17,0.5108,0.78142,0.80002,0.75967,0,1,5.1976,17.0734,5.87726E+17,0.663766,1.4631E+17,0.1295,5.84448E+17,0.469,1.23765E+18,0,8.81,0,0.22221831,8.67922211,9.54775,0.26924995,8.49,-99,1.02169,ECO10810,1.12722,-1.5,E,2521290000,0.136086,0,0,0,0.0261432,12.7097,0.0236,6.42742,0,0,0,ALFALFA,169340000,0,154.788,0.0116654,1,0,-17.9263,0,0,10.9589,1,11.0069,1.54024,0,1,9.5925,8205,8.6095,0,0,0,1.29459,1.29436,8.61,0,?,0,1,0,1,10,1.24133,1.0593,2.05205,1.95472,-18.1731,2.76543,0.154985,0.965696,0.248587,0,0.143,0,0,9.585,185.168,2.7582,10.99,10.93,8214,11.37,0,0,11.18,25351,4,11.37,0,0,1,0,0,0,1,0,1.000185249,0
rs0805,0.01,0.210011,0.02,0.01,-99,0.04,-99,0.07,-99,18.17,0.03,4.8754173,0.23,-99,-99,0.09,185.47856,0.05,-99,14.94,5.26,17.2,-99,17.02,0.351576,1.49136,-0.02,14.83,16.86,0.27,0.17,11.21,0.2,0.02,2.23233,3.04604,1.09255,0.950981,8.45,-99,5292.97,-99,0.29,-17.41,2.30507,16.71,0.17,0.02,0.04,5252.7,0.03,0.4,0.03,-99,18.15,1,1.23765E+18,0.379744,12.6395,3.24267E+18,0.1825,0.47545,0.571,0.44733,0,1,12.5467,552.152,5.87743E+17,0.263753,8.10882E+17,0.0087,3.24267E+18,0.1699,1.23765E+18,0,8.69,0,0.22710573,7.78513908,9.46827,0.23357255,8.27,-99,1.02725,ECO00954,1.32248,8.5,L,2099610000,0.0612796,0,0,0,-99,4.45245,-99,6.09003,0,0,0,ALFALFA,106309000,0,192.922,-0.246766,1,0,-17.7074,0,0,10.9799,1,10.9629,1.33052,0,1,9.5305,1459,8.6665,0,0,0,1.02906,1.02907,8.45,0,1,0,0,0,0,0,1.22732,0.828581,1.86218,1.97721,-17.675,2.61207,0.110992,0.745853,0.19372,0,0.1463,0,0,9.505,185.479,4.8755,10.95,10.73,1468,12.56,0,0,11.14,20167,4.28,12.56,0,0,1,0,0,0,0,-10998,1.866064104,-10998
rs0806,0.01,0.649025,0.02,0.01,0.02,0.04,13.23,0.07,13.42,20.28,0.03,2.8993618,0.03,0.13,0.11,0.1,185.50275,0.05,0.29,14.26,5.48,16.91,14.8,16.21,0.981556,2.46305,-0.11,13.56,15.83,0.34,0.17,12.15,0.04,0.03,3.95593,4.92939,2.47444,2.14191,9.59,-99,6858.43,-99,0.02,-18.8,3.43651,15.58,0.18,0.02,0.13,6857.8,0.13,0.1,0.02,13.63,18.35,1,1.23765E+18,0.167696,8.5942,5.84458E+17,0.2417,0.61732,0.70157,0.50846,0,1,9.5472,9.5472,5.87726E+17,0.408554,1.4631E+17,0.2041,5.84458E+17,0.5021,1.23765E+18,0,9.71,0,0.14709895,8.69753265,9.03089,0.14709895,9.41,1.10579,1.00558,ECO07510,1.03728,4,L,766944000,0.0721293,0,0,205.657,0.0229028,5.22267,0.0309,4.72123,0,0,0,AO,63862100,0,176.659,-0.160124,1,0,-18.7955,0,0,11.3329,1,11.1749,1.01406,0,1,9.6465,6066,9.5335,0,0,0,0.126891,0.157592,9.61,0,0,0,0,0,0,0,1.98804,1.89265,3.2141,2.87741,-19.2047,4.10347,0.434721,1.66078,0.66659,0,0.1538,0,0,9.695,185.503,2.8993,11.17,11.38,6075,11.8,1,11.84,11.21,23960,1.32,11.8,0,1.29,1,13687,11.35,11.84,0,-10998,0.390016303,-10998
rs0807,0.01,0.332285,0.02,0.01,0.8,0.05,-99,0.08,-99,20.25,0.03,1.1127607,0.2,-99,0.79,0.11,185.53723,0.06,-99,-99,5.55,18.42,17.7,18.06,0.517252,1.64029,-0.08,-99,17.74,0.7,0.2,12.11,-99,0.04,2.71338,3.50723,1.59035,1.40538,8.35,-99,6734.7,-99,0.08,-16.92,2.43413,17.31,0.21,0.03,0.5,6734.7,0.18,-99,0.05,17.07,19.12,0,1.23765E+18,-999,-999,4.33047E+18,-999,0.82111,0.87704,0.7019,0,1,-999,-999,5.88849E+17,0.694233,-999,-999,-999,-999,1.23765E+18,0,8.57,0,0.056471404,7.44552088,8.55416,0.056471404,8.21,-99,-99,ECO13322,-99,-999,L,611341000,0,0,0,0,0.0408861,0,0.0334,0,0,1,0,ALFALFA,0,0,0,0,1,0,-16.915,0,0,10.8609,1,10.7346,1,0,1,8.775,9562,8.35,0,0,0,0.702225,0.801977,8.35,0,0,0,0,0,0,0,1.37706,1.31649,2.33733,2.1081,-17.2117,3.06837,0.229509,1.18978,0.356224,20.4377,0.1797,0.6879,0,8.765,185.537,1.1128,0,0,9866,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,2.204642301,-10998
rs0808,0.01,0.743757,0.02,0.01,0.19,0.04,10.69,0.08,11.11,18.7,0.03,3.1419041,0.02,0.28,0.19,0.1,185.67639,0.06,0.29,11.88,9.58,14.3,12.18,13.52,1.0932,2.40769,-0.1,11.13,13.09,0.7,0.18,52.29,0.11,0.02,3.94101,4.86112,2.62651,2.27707,10.81,-99,6847.74,-99,0.05,-21.47,3.3278,12.77,0.19,0.02,0.03,6812.2,0.31,0.09,0.03,11.06,15.85,1,1.23765E+18,0.666098,11.6273,5.84456E+17,0.5037,0.50508,0.83965,0.20989,0,1,6.2535,37.4219,5.87726E+17,0.80815,1.4631E+17,0.654,5.84456E+17,0.4909,1.23765E+18,0,10.83,0,0.21850054,10.12885284,9.18862,0.91804924,10.75,1.08324,1.07176,ECO03534,1.04815,-0.5,E,1102790000,0,0,0,0,0.0629049,0,0.027,0,0,1,0,ALFALFA,0,0,0,0,2,0,-21.6282,0,0,12.3789,1,12.2049,1.12809,0,2,10.8735,3394,10.8395,0,0,0,0.00444283,0.0366542,10.79,1,0,1,0,1100,0,0,2.35536,2.54447,3.84626,3.26855,-21.5871,4.75946,0.714516,2.20542,1.05357,0,0.1631,0,0,10.825,185.737,3.12663,12.12,12,3403,12.05,1,12.11,12.33,21391,0,12.05,0,0,1,11255,12.36,12.11,0,-10998,0.219822858,-10998
rs0809,0.01,0.36672,0.02,0.01,0.18,0.05,11.99,0.08,11.74,16.74,0.03,3.1039653,0.02,0.12,0.02,0.11,185.70666,0.06,0.09,12.88,8.26,14.67,13.25,14.21,0.565626,1.73679,-0.03,11.98,13.99,0.79,0.2,21.67,0.15,0.02,2.80095,3.61859,1.62978,1.43087,9.81,-99,6217.61,-99,0.03,-20.59,2.55444,13.87,0.2,0.03,0.03,6212.1,0.02,0.05,0.02,12.07,15.72,1,1.23765E+18,0.760871,25.1994,5.84456E+17,0.8812,0.87549,0.99031,0.056852,0,1,23.3585,23.3585,5.87726E+17,0.768941,1.4631E+17,0.8531,5.84456E+17,0.8773,1.23765E+18,0,9.99,0,1.6530484,8.80030441,9.94716,2.2734922,9.73,1.16383,1.15469,ECO03535,1.17548,6,L,7453100000,0,0,3941840000,0,0.0139591,7.72819,0.049,11.7161,1,0,7446710000,ALFALFA,167277000,170656000,208.752,0,2,0,-20.6171,0,0,11.4609,1,11.6999,1.16659,0,2,10.1805,1032,9.8195,0,0,0,0.450151,0.448774,9.81,1,0,0,1,0,0,1000000,1.46708,1.33028,2.40239,2.22441,-20.8121,3.15972,0.255024,1.19033,0.394972,0,0.1755,0,0,10.185,185.719,3.11787,11.71,11.89,1041,11.21,1,10.89,11.52,21392,4.54,11.21,1,4.04,1,11256,11.47,10.89,1,1,0.051788493,3
rs0810,0.01,0.212259,0.02,0.01,4.46,0.04,15.97,0.08,-99,19.29,0.03,3.1316438,0.09,1.36,0.28,0.11,185.73028,0.06,-99,-99,6.13,17.69,16.7,17.4,0.342619,1.41768,-0.07,-99,17.22,0.34,0.2,13.41,-99,0.04,2.34755,3.12703,1.27248,1.14212,8.33,-99,6217.61,-99,0.03,-17.41,2.19717,17.09,0.2,0.03,0.08,6232.3,0.11,-99,0.05,14.87,18.58,1,1.23765E+18,0.176085,9.837,5.84453E+17,0.4024,0.83197,1.0226,0.057037,0,1,4.1843,14.178,5.87726E+17,0.33777,-999,0.3212,5.84453E+17,0.439,1.23765E+18,0,8.51,51.8501,0.12033837,7.40862656,9.20005,0.15544036,8.25,-99,-99,ECO00490,1.33308,4,L,7501650000,0,0,4177170000,0,0.011648,7.72819,0.0118,11.7161,1,0,4414830000,ALFALFA,168366000,122525000,208.752,0,2,0,-20.6171,0,0,11.4609,0,11.6999,1,0,2,10.1805,1032,9.8195,0,0,0,2.42936,2.43008,8.33,1,0,0,1,0,0,100000,1.21144,1.07048,2.06092,1.93755,-17.6082,2.78703,0.136572,0.986052,0.220997,0,0.1722,0,0,9.255,185.719,3.11787,11.71,11.89,1041,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,0,0.051788493,0
rs0811,0.01,0.728842,0.02,0.01,0.06,0.04,13.06,0.07,13.06,20.59,0.03,3.6798653,0.03,0.06,0.05,0.1,185.7324,0.05,0.11,14.1,6.45,17.06,14.76,16.29,1.12571,2.78303,-0.07,12.88,15.86,0.26,0.17,12.91,0.49,0.02,4.38317,5.41368,2.72585,2.32898,9.65,-99,6928.74,-99,0.02,-18.75,3.81354,15.53,0.18,0.02,0.14,6965.5,0.08,0.04,0.02,13.38,18.5,1,1.23765E+18,0.951425,15.1332,5.84454E+17,0.157,0.81005,0.93974,0.56979,0,1,15.5627,15.5627,5.87726E+17,0.278848,1.4631E+17,0.1049,5.84454E+17,0.1425,1.23765E+18,0,9.79,0,0.10382855,8.49628639,8.42273,0.10382855,9.53,1.10204,1.02068,ECO07579,1.03703,4,L,321717000,0,0,0,0,0.0282541,0,0.0111,2.46588,0,1,0,GBT,0,0,0,0,1,0,-18.7443,0,0,11.4049,1,11.1619,1.00128,0,1,9.7185,6115,9.7025,0,0,0,0.0829229,0.0612422,9.69,0,0,0,0,0,0,0,2.34648,2.14053,3.66634,3.32461,-19.0834,4.64447,0.51697,1.83683,0.820667,0,0.1535,0,0,9.675,185.732,3.6799,11.15,11.4,6124,11.64,1,12.07,11.25,23991,2.26,11.64,0,2.21,1,13722,11.42,12.07,0,-10998,2.326473857,-10998
rs0812,0.01,0.501314,0.02,0.01,0.15,0.04,13.51,0.08,13.32,18.63,0.03,3.6659076,0.02,0.18,0.44,0.1,185.76816,0.05,0.1,14.37,2.37,16.55,14.73,15.97,0.765257,2.0323,0.08,13.76,15.67,0.64,0.18,10.52,0.11,0.02,3.12737,3.99517,1.86033,1.59638,9.37,-99,6259.85,-99,0.03,-18.84,2.9001,15.52,0.19,0.02,0.11,6252.5,0.03,0.09,0.02,13.81,17.59,1,1.23765E+18,0.953924,2.9128,5.84453E+17,0.6959,0.46235,0.71425,0.25817,0,1,2.8461,13.9115,5.87726E+17,0.626517,1.4631E+17,0.1241,5.84453E+17,0.6792,1.23765E+18,0,9.49,0,0.46511384,9.83367252,8.72328,0.82770529,9.21,1.07002,1,ECO07577,1.03503,-2,E,377701000,0.114819,0,0,125.269,0.0195047,8.84758,0.0219,3.17266,0,0,0,GBT,49163300,0,173.166,0.214828,1,0,-18.8505,0,0,11.2639,1,11.1879,1.05664,0,1,9.4585,6113,9.3775,0,0,0,0.150036,0.15002,9.37,0,0,0,0,0,0,0,1.62543,1.33185,2.46579,2.4134,-19.1639,3.25376,0.313995,1.15436,0.491491,0,0.1607,0,0,9.455,185.768,3.666,11.18,11.18,6122,11,1,11.1,11.11,23989,4.79,11,1,4.27,1,13720,11.29,11.1,1,-10998,1.333709009,-10998
rs0813,0.01,0.436838,0.02,0.01,0.16,0.04,12.96,0.08,13.07,18.29,0.03,3.1116173,0.05,0.27,0.07,0.1,185.79635,0.06,0.26,14.16,5.37,16.12,14.52,15.6,0.675928,1.92321,-0.09,13.38,15.36,0.69,0.18,11.11,0.05,0.02,3.03321,3.90101,1.78593,1.54684,9.45,-99,6847.74,-99,0.03,-19.42,2.791,15.16,0.19,0.02,0.04,6899.4,0.03,0.18,0.03,13.44,17.24,1,1.23765E+18,0.0362514,11.9607,5.84455E+17,0.6578,0.62107,0.74993,0.21257,0,1,4.41,12.6064,5.87726E+17,0.736997,1.4631E+17,0.6722,5.84455E+17,0.0341,1.23765E+18,0,9.63,0,0.74091551,8.49909306,9.53989,0.86769095,9.33,1.08722,1.04377,ECO07530,1.10649,9,L,2476070000,0.270207,0,0,0,0.0233655,14.1474,0.0375,2.53984,0,0,0,ALFALFA,320972000,0,135.589,0.11908,2,0,-21.6282,0,0,12.3789,0,12.2049,1.07641,0,2,10.8735,3394,10.8395,0,0,0,0.411057,0.410111,9.45,1,?,0,1,0,0,1000000,1.49287,1.2931,2.3836,2.26387,-19.8004,3.1546,0.256517,1.14725,0.402369,0,0.1622,0,0,9.795,185.737,3.12663,11.32,11.46,9554,12.05,1,12.11,12.33,21391,0,12.05,0,0,1,11255,12.36,12.11,0,0,0.219822858,0
rs0814,0.01,0.097353,0.02,0.01,-99,0.04,15.76,0.07,-99,18.24,0.03,4.8360734,0.05,0.35,0.26,0.09,185.81878,0.05,-99,15.39,1.84,17.05,16.97,17.2,0.150881,1.09641,0.19,-99,17.35,0.8,0.16,4.92,-99,0.05,1.98073,2.69877,1.0352,0.981676,8.07,-99,5245.4,-99,0.03,-17.23,1.81445,17.23,0.17,0.02,0.05,5245.4,0.06,0.14,0.04,-99,18.62,0,1.23767E+18,0.659553,4.5776,3.24266E+18,0.5615,0.12393,0.44671,0.040557,0,1,3.3039,10.32,5.87743E+17,0.752883,8.10882E+17,0.7676,3.24266E+18,0.4662,1.23767E+18,0,8.09,0,0.073399692,8.53117085,9.04088,0.073399692,8.03,-99,-99,ECO12721,-99,-999,E,1457690000,0,0,558389000,0,0.033456,13.3253,0.0062,4.59142,1,0,1346920000,ALFALFA,92762200,93169200,115.776,0,1,0,-17.2274,0,0,10.9819,1,10.8422,1.99038,0,1,9.005,9563,8.07,0,0,0,11.0873,11.4845,8.07,1,0,1,0,10000,0,0,1.09627,1.03507,1.98054,1.81427,-17.1471,2.69855,0.0973034,0.981577,0.150799,0,0.1448,0,0,9.085,185.819,4.8361,0,0,9867,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,1.866064104,-10998
rs0815,0.01,0.299713,0.02,0.01,-99,0.04,-99,0.07,-99,18.98,0.03,4.8951696,0.04,-99,-99,0.09,185.83452,0.05,-99,15.79,4.53,17.29,-99,16.91,0.485987,1.68174,0.05,14.08,16.73,0.39,0.17,9.53,0.39,0.03,2.61495,3.46594,1.4192,1.23293,8.73,-99,6846.71,-99,0.02,-18.09,2.53273,16.58,0.17,0.02,0.04,6846.7,0.08,0.39,0.03,-99,18.21,1,1.23767E+18,0.000520252,8.865,3.24266E+18,0.3248,1.3341,1.3953,0.63244,0,1,8.11,8.5344,5.87743E+17,0.470898,8.10882E+17,0.3445,3.24266E+18,0.1537,1.23767E+18,0,8.91,0,0.33559524,7.94937515,9.51684,0.33559524,8.63,-99,1.01862,ECO02741,1.07437,8,L,2348070000,0.106102,0,0,0,0.0437553,4.52409,0.0725,4.92025,0,0,0,ALFALFA,180621000,0,136.62,-0.0419244,1,0,-18.0776,0,0,11.0039,1,11.0339,1.2255,0,1,9.5795,2914,8.7215,0,0,0,1.56396,1.56391,8.73,0,1,0,0,0,0,0,1.25978,0.994183,2.02005,2.0042,-18.4832,2.76447,0.141249,0.901525,0.233906,0,0.1479,0,0,9.575,185.835,4.8948,11.02,11.02,2923,11.06,0,0,11.17,20887,3.86,10.8,0,0,1,0,0,0,0,-10998,0.730179052,-10998
rs0816,0.01,0.297674,0.02,0.01,-99,0.04,-99,0.07,-99,19.1,0.03,4.810729,0.15,-99,0.21,0.09,185.83687,0.05,-99,-99,2.58,17.63,16.55,17.32,0.470512,1.64423,0.06,-99,17.16,0.61,0.16,5.7,-99,0.03,2.84616,3.71,1.67244,1.4996,8.33,-99,5399.4,-99,0.06,-17.16,2.50807,17.06,0.17,0.02,0.06,5399.4,0.04,-99,0.03,-99,19.3,0,1.23767E+18,-999,-999,3.24265E+18,-999,0.10088,0.44524,0.041747,0,1,-999,-999,5.87743E+17,0.651978,8.10882E+17,-999,3.24265E+18,-999,1.23767E+18,0,8.47,0,0.056605593,8.29839802,8.50118,0.065013562,8.27,-99,-99,ECO13165,-99,-999,E,1544540000,0,0,644578000,0,0.033271,6.00267,0.0339,4.59142,1,0,914284000,ALFALFA,98289000,85946400,121.058,0,1,0,-17.1604,0,0,10.9819,1,10.8211,1.39736,0,1,8.715,9564,8.33,0,0,0,3.80447,3.2619,8.33,0,0,0,0,0,0,0,1.28551,1.32712,2.35178,2.0556,-17.4848,3.12186,0.168121,1.23439,0.260851,0,0.1431,0,0,8.725,185.837,4.8108,0,0,9868,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,2.009652736,-10998
rs0817,0.01,0.560783,0.01,0.01,0.15,0.03,11.9,0.06,12.04,16.12,0.02,2.6791284,0.17,0.24,0.13,0.08,185.85052,0.04,0.27,12.62,5.68,15.21,13.23,14.49,0.87612,2.37516,-0.07,11.77,14.17,0.63,0.15,20.27,0.32,0.03,3.40569,4.34578,1.90665,1.59131,10.39,-99,6950.91,-99,0.09,-20.54,3.31525,13.92,0.15,0.02,0.11,6950,0.02,0.08,0.03,12.08,16.48,1,1.23765E+18,0.717498,27.238,5.84476E+17,0.7738,0.75543,0.85664,0.711,0,1,11.8147,18.665,5.87726E+17,0.62691,1.4631E+17,0.5815,5.84476E+17,0.8398,1.23765E+18,0,10.43,0,1.1524903,9.85070992,8.83533,1.8271805,10.37,1.11052,1.18472,ECO11443,1.16792,-1,E,488876000,0,0,0,0,0.0102612,0,0.0284,0,0,1,0,GBT,0,0,0,0,1,0,-20.6602,0,0,11.9039,1,11.7179,1.18739,0,1,10.4575,8649,10.4435,0,0,0,0.025604,0.0256039,10.39,1,0,1,0,100,0,0,2.35662,1.87387,3.3686,3.29526,-20.4932,4.30724,0.550203,1.56219,0.861879,0,0.1311,0,0,10.405,185.851,2.6791,11.72,11.61,8658,11.73,1,11.8,11.82,25535,1.9,11.73,0,1.85,1,15236,11.92,11.8,0,0,2.326473857,0
rs0818,0.01,0.309578,0.02,0.01,-99,0.04,15.2,0.07,14.43,19.63,0.03,4.5251298,0.08,0.57,0.35,0.1,185.85776,0.05,0.47,15.86,3.23,17.73,16.46,17.33,0.493681,1.67241,0.04,-99,17.13,0.8,0.18,6.91,-99,0.02,2.72132,3.56316,1.54259,1.35848,8.59,-99,6870.15,-99,0.03,-17.68,2.51426,17.02,0.19,0.02,0.07,6873.9,0.04,0.57,0.05,-99,18.81,1,1.23765E+18,0.0817972,7.4349,3.24265E+18,0.6652,0.77107,1.2788,0.63495,0,1,8.9861,8.9861,5.87743E+17,0.807057,8.10882E+17,0.6343,3.24265E+18,0.6051,1.23765E+18,0,8.81,0,0.14065484,8.11589336,8.45444,0.14819298,8.49,-99,-99,ECO01862,1.1463,11,L,203383000,0.130275,0,0,69.3537,0.0152829,5.62268,0.0141,4.12466,0,0,0,AO,19283000,0,123.625,0.799485,1,0,-17.6792,0,0,10.9519,1,10.9579,1.37404,0,1,8.8225,2248,8.5875,0,0,0,1.25672,1.23748,8.59,1,?,0,1,0,0,1000000,1.33635,1.20485,2.24895,2.09484,-17.9974,3.00744,0.182816,1.09541,0.29225,0,0.1599,0,0,8.825,185.858,4.525,10.94,11.14,2257,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,1.464299679,-10998
